17-01-2025 00:10:25 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:25:40 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:25:40 | /api/v1/items/P011722 | PUT | no-source-id | null | {"Uid":"P011722","Code":"CODE124","Description":"Updated test item.","Short_Description":"Updated Test Item","Upc_Code":"123456789013","Model_Number":"MODEL124","Commodity_Code":"COMMOD124","Item_Line":2,"Item_Group":3,"Item_Type":4,"Unit_Purchase_Quantity":20,"Unit_Order_Quantity":10,"Pack_Order_Quantity":30,"Supplier_Id":2,"Supplier_Code":"SUP124","Supplier_Part_Number":"SUP124-PART002","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:25:40"}
17-01-2025 00:25:41 | /api/v1/items/ITEM999 | PUT | no-source-id | null | null
17-01-2025 00:25:41 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:25:41 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"P011722","Amount":100}]}
17-01-2025 00:25:42 | /api/v1/transfers | POST | no-source-id | null | {"Id":119243,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2020-11-14T16:10:14.227318","Items":[{"Item_Id":"P011722","Amount":100}]}
17-01-2025 00:25:44 | /api/v1/items/ITEM999 | PATCH | no-source-id | null | null
17-01-2025 00:25:47 | /api/v1/orders | POST | no-source-id | null | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD123","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:25:47 | /api/v1/orders | POST | no-source-id | null | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD123","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:25:48 | /api/v1/orders/6859 | PUT | no-source-id | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD124","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:25:48","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]} | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD124","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:25:48","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:25:48 | /api/v1/orders/-1 | PUT | no-source-id | null | null
17-01-2025 00:25:49 | /api/v1/orders/-1 | PATCH | no-source-id | null | null
17-01-2025 00:25:50 | /api/v1/shipments | POST | no-source-id | null | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Standard","Shipment_Status":"Planned","Notes":"Urgent delivery","Carrier_Code":"UPS","Carrier_Description":"United Parcel Service","Service_Code":"Ground","Payment_Type":"Prepaid","Transfer_Mode":"Air","Total_Package_Count":2,"Total_Package_Weight":5.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM001","Amount":10},{"Item_Id":"ITEM002","Amount":5}]}
17-01-2025 00:25:51 | /api/v1/shipments | POST | no-source-id | null | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Standard","Shipment_Status":"Planned","Notes":"Urgent delivery","Carrier_Code":"UPS","Carrier_Description":"United Parcel Service","Service_Code":"Ground","Payment_Type":"Prepaid","Transfer_Mode":"Air","Total_Package_Count":2,"Total_Package_Weight":5.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM001","Amount":10},{"Item_Id":"ITEM002","Amount":5}]}
17-01-2025 00:25:52 | /api/v1/shipments/10103 | PUT | no-source-id | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Express","Shipment_Status":"Planned","Notes":"Updated delivery instructions","Carrier_Code":"DHL","Carrier_Description":"DHL Express","Service_Code":"Express","Payment_Type":"COD","Transfer_Mode":"Road","Total_Package_Count":3,"Total_Package_Weight":7.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:25:52","Items":[{"Item_Id":"ITEM001","Amount":15},{"Item_Id":"ITEM003","Amount":2}]} | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Express","Shipment_Status":"Planned","Notes":"Updated delivery instructions","Carrier_Code":"DHL","Carrier_Description":"DHL Express","Service_Code":"Express","Payment_Type":"COD","Transfer_Mode":"Road","Total_Package_Count":3,"Total_Package_Weight":7.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:25:52","Items":[{"Item_Id":"ITEM001","Amount":15},{"Item_Id":"ITEM003","Amount":2}]}
17-01-2025 00:25:52 | /api/v1/shipments/-1 | PUT | no-source-id | null | null
17-01-2025 00:25:54 | /api/v1/shipments/-1 | PATCH | no-source-id | null | null
17-01-2025 00:25:56 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:25:58 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:25:59 | /api/v1/transfers/119242 | PUT | no-source-id | {"Id":119242,"Reference":"TRANS124","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:25:59","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]} | {"Id":119242,"Reference":"TRANS124","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:25:59","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:26:00 | /api/v1/transfers/-1 | PUT | no-source-id | null | null
17-01-2025 00:27:24 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:27:24 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:27:25 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:27:28 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:27:29 | /api/v1/items/P011722 | PUT | no-source-id | null | {"Uid":"P011722","Code":"CODE124","Description":"Updated test item.","Short_Description":"Updated Test Item","Upc_Code":"123456789013","Model_Number":"MODEL124","Commodity_Code":"COMMOD124","Item_Line":2,"Item_Group":3,"Item_Type":4,"Unit_Purchase_Quantity":20,"Unit_Order_Quantity":10,"Pack_Order_Quantity":30,"Supplier_Id":2,"Supplier_Code":"SUP124","Supplier_Part_Number":"SUP124-PART002","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:27:29"}
17-01-2025 00:27:29 | /api/v1/items/ITEM999 | PUT | no-source-id | null | null
17-01-2025 00:27:29 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:27:30 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"P011722","Amount":100}]}
17-01-2025 00:27:31 | /api/v1/transfers | POST | no-source-id | null | {"Id":119243,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2020-11-14T16:10:14.227318","Items":[{"Item_Id":"P011722","Amount":100}]}
17-01-2025 00:27:32 | /api/v1/items/ITEM999 | PATCH | no-source-id | null | null
17-01-2025 00:27:35 | /api/v1/orders | POST | no-source-id | null | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD123","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:27:35 | /api/v1/orders | POST | no-source-id | null | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD123","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:27:36 | /api/v1/orders/6859 | PUT | no-source-id | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD124","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:27:36","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]} | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD124","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:27:36","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:27:36 | /api/v1/orders/-1 | PUT | no-source-id | null | null
17-01-2025 00:27:37 | /api/v1/orders/-1 | PATCH | no-source-id | null | null
17-01-2025 00:27:39 | /api/v1/shipments | POST | no-source-id | null | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Standard","Shipment_Status":"Planned","Notes":"Urgent delivery","Carrier_Code":"UPS","Carrier_Description":"United Parcel Service","Service_Code":"Ground","Payment_Type":"Prepaid","Transfer_Mode":"Air","Total_Package_Count":2,"Total_Package_Weight":5.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM001","Amount":10},{"Item_Id":"ITEM002","Amount":5}]}
17-01-2025 00:27:40 | /api/v1/shipments | POST | no-source-id | null | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Standard","Shipment_Status":"Planned","Notes":"Urgent delivery","Carrier_Code":"UPS","Carrier_Description":"United Parcel Service","Service_Code":"Ground","Payment_Type":"Prepaid","Transfer_Mode":"Air","Total_Package_Count":2,"Total_Package_Weight":5.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM001","Amount":10},{"Item_Id":"ITEM002","Amount":5}]}
17-01-2025 00:27:40 | /api/v1/shipments/10103 | PUT | no-source-id | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Express","Shipment_Status":"Planned","Notes":"Updated delivery instructions","Carrier_Code":"DHL","Carrier_Description":"DHL Express","Service_Code":"Express","Payment_Type":"COD","Transfer_Mode":"Road","Total_Package_Count":3,"Total_Package_Weight":7.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:27:40","Items":[{"Item_Id":"ITEM001","Amount":15},{"Item_Id":"ITEM003","Amount":2}]} | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Express","Shipment_Status":"Planned","Notes":"Updated delivery instructions","Carrier_Code":"DHL","Carrier_Description":"DHL Express","Service_Code":"Express","Payment_Type":"COD","Transfer_Mode":"Road","Total_Package_Count":3,"Total_Package_Weight":7.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:27:40","Items":[{"Item_Id":"ITEM001","Amount":15},{"Item_Id":"ITEM003","Amount":2}]}
17-01-2025 00:27:41 | /api/v1/shipments/-1 | PUT | no-source-id | null | null
17-01-2025 00:27:42 | /api/v1/shipments/-1 | PATCH | no-source-id | null | null
17-01-2025 00:27:45 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:27:46 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:27:48 | /api/v1/transfers/119242 | PUT | no-source-id | {"Id":119242,"Reference":"TRANS124","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:27:48","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]} | {"Id":119242,"Reference":"TRANS124","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:27:48","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:27:49 | /api/v1/transfers/-1 | PUT | no-source-id | null | null
17-01-2025 00:30:47 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:30:47 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:30:48 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:30:52 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:30:52 | /api/v1/items/P011722 | PUT | no-source-id | null | {"Uid":"P011722","Code":"CODE124","Description":"Updated test item.","Short_Description":"Updated Test Item","Upc_Code":"123456789013","Model_Number":"MODEL124","Commodity_Code":"COMMOD124","Item_Line":2,"Item_Group":3,"Item_Type":4,"Unit_Purchase_Quantity":20,"Unit_Order_Quantity":10,"Pack_Order_Quantity":30,"Supplier_Id":2,"Supplier_Code":"SUP124","Supplier_Part_Number":"SUP124-PART002","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:30:52"}
17-01-2025 00:30:52 | /api/v1/items/ITEM999 | PUT | no-source-id | null | null
17-01-2025 00:30:53 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:30:53 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"P011722","Amount":100}]}
17-01-2025 00:30:54 | /api/v1/transfers | POST | no-source-id | null | {"Id":119243,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2020-11-14T16:10:14.227318","Items":[{"Item_Id":"P011722","Amount":100}]}
17-01-2025 00:30:56 | /api/v1/items/ITEM999 | PATCH | no-source-id | null | null
17-01-2025 00:30:58 | /api/v1/orders | POST | no-source-id | null | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD123","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:30:59 | /api/v1/orders | POST | no-source-id | null | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD123","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:30:59 | /api/v1/orders/6859 | PUT | no-source-id | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD124","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:30:59","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]} | {"Id":6859,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Reference":"ORD124","Reference_Extra":"Extra details here","Order_Status":"Open","Notes":"Order notes","Shipping_Notes":"Shipping instructions","Picking_Notes":"Picking instructions","Warehouse_Id":1,"Ship_To":2,"Bill_To":3,"Shipment_Id":4,"Total_Amount":1000.0,"Total_Discount":50.0,"Total_Tax":100.0,"Total_Surcharge":20.0,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:30:59","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:31:00 | /api/v1/orders/-1 | PUT | no-source-id | null | null
17-01-2025 00:31:01 | /api/v1/orders/-1 | PATCH | no-source-id | null | null
17-01-2025 00:31:02 | /api/v1/shipments | POST | no-source-id | null | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Standard","Shipment_Status":"Planned","Notes":"Urgent delivery","Carrier_Code":"UPS","Carrier_Description":"United Parcel Service","Service_Code":"Ground","Payment_Type":"Prepaid","Transfer_Mode":"Air","Total_Package_Count":2,"Total_Package_Weight":5.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM001","Amount":10},{"Item_Id":"ITEM002","Amount":5}]}
17-01-2025 00:31:03 | /api/v1/shipments | POST | no-source-id | null | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Standard","Shipment_Status":"Planned","Notes":"Urgent delivery","Carrier_Code":"UPS","Carrier_Description":"United Parcel Service","Service_Code":"Ground","Payment_Type":"Prepaid","Transfer_Mode":"Air","Total_Package_Count":2,"Total_Package_Weight":5.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM001","Amount":10},{"Item_Id":"ITEM002","Amount":5}]}
17-01-2025 00:31:04 | /api/v1/shipments/10103 | PUT | no-source-id | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Express","Shipment_Status":"Planned","Notes":"Updated delivery instructions","Carrier_Code":"DHL","Carrier_Description":"DHL Express","Service_Code":"Express","Payment_Type":"COD","Transfer_Mode":"Road","Total_Package_Count":3,"Total_Package_Weight":7.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:31:03","Items":[{"Item_Id":"ITEM001","Amount":15},{"Item_Id":"ITEM003","Amount":2}]} | {"Id":10103,"Order_Id":123,"Source_Id":1,"Order_Date":"2024-11-14T16:10:14.227318","Request_Date":"2024-11-14T16:10:14.227318","Shipment_Date":"2024-11-14T16:10:14.227318","Shipment_Type":"Express","Shipment_Status":"Planned","Notes":"Updated delivery instructions","Carrier_Code":"DHL","Carrier_Description":"DHL Express","Service_Code":"Express","Payment_Type":"COD","Transfer_Mode":"Road","Total_Package_Count":3,"Total_Package_Weight":7.5,"Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:31:03","Items":[{"Item_Id":"ITEM001","Amount":15},{"Item_Id":"ITEM003","Amount":2}]}
17-01-2025 00:31:04 | /api/v1/shipments/-1 | PUT | no-source-id | null | null
17-01-2025 00:31:05 | /api/v1/shipments/-1 | PATCH | no-source-id | null | null
17-01-2025 00:31:08 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:31:09 | /api/v1/transfers | POST | no-source-id | null | {"Id":119242,"Reference":"TRANS123","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2024-11-14T16:10:14.227318","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:31:11 | /api/v1/transfers/119242 | PUT | no-source-id | {"Id":119242,"Reference":"TRANS124","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:31:11","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]} | {"Id":119242,"Reference":"TRANS124","Transfer_From":1,"Transfer_To":2,"Transfer_Status":"Scheduled","Created_At":"2024-11-14T16:10:14.227318","Updated_At":"2025-01-16 23:31:11","Items":[{"Item_Id":"ITEM123","Amount":100},{"Item_Id":"ITEM456","Amount":50}]}
17-01-2025 00:31:12 | /api/v1/transfers/-1 | PUT | no-source-id | null | null
17-01-2025 00:35:39 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:35:39 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:35:39 | /api/v1/items | POST | no-source-id | null | null
17-01-2025 00:35:43 | /api/v1/items | POST | no-source-id | null | null
